index,question,sql,data_services,pipeline,output,output_json
|   333 | JB114388      |
|   334 | JB114549      |
|   335 | JB114456      |
|   336 | JB112640      |
|   337 | JB114742      |
|   338 | JB114847      |
|   339 | JB115056      |
|   340 | JB115064      |
|   341 | JB115195      |
|   342 | JB115203      |
|   343 | JB115255      |
|   344 | JB115282      |
|   345 | JB115244      |
|   346 | JB115254      |
|   347 | JB115332      |
|   348 | JB115277      |
|   349 | JB115335      |
|   350 | JB115211      |
|   351 | JB115336      |
|   352 | JB115396      |
|   353 | JB115408      |
|   354 | JB115410      |
|   355 | JB115246      |
|   356 | JB115159      |
|   357 | JB115306      |
|   358 | JB115420      |
|   359 | JB115503      |
|   360 | JB109363      |
|   361 | JB115429      |
|   362 | JB115546      |
|   363 | JB109809      |
|   364 | JB115742      |
|   365 | JB115747      |
|   366 | JB115876      |
|   367 | JB115964      |
|   368 | JB116028      |
|   369 | JB116153      |
|   370 | JB116186      |
|   371 | JB116098      |
|   372 | JB116097      |
|   373 | JB116100      |
|   374 | JB116233      |
|   375 | JB116254      |
|   376 | JB114609      |
|   377 | JB116303      |
|   378 | JB116338      |
|   379 | JB116377      |
|   380 | JB116494      |
|   381 | JB116541      |
|   382 | JB116558      |
|   383 | JB116563      |
|   384 | JB116630      |
|   385 | JB116642      |
|   386 | JB116664      |
|   387 | JB116700      |
|   388 | JB116715      |
|   389 | JB116725      |
|   390 | JB116683      |
|   391 | JB116908      |
|   392 | JB116875      |
|   393 | JB116873      |
|   394 | JB117079      |
|   395 | JB117026      |
|   396 | JB117109      |
|   397 | JB117102      |
|   398 | JB117087      |
|   399 | JB117082      |
|   400 | JB117149      |
|   401 | JB117166      |
|   402 | JB117071      |
|   403 | JB117224      |
|   404 | JB116934      |
|   405 | JB117167      |
|   406 | JB117118      |
|   407 | JB117135      |
|   408 | JB117259      |
|   409 | JB117253      |
|   410 | JB117296      |
|   411 | JB117325      |
|   412 | JB117328      |
|   413 | JB117272      |
|   414 | JB117104      |
|   415 | JB117319      |
|   416 | JB117321      |
|   417 | JB117134      |
|   418 | JB117078      |
|   419 | JB117092      |
|   420 | JB117344      |
|   421 | JB117559      |
|   422 | JB117599      |
|   423 | JB117598      |
|   424 | JB117825      |
|   425 | JB117877      |
|   426 | JB118063      |
|   427 | JB117987      |
|   428 | JB118084      |
|   429 | JB118137      |
|   430 | JB118044      |
|   431 | JB118273      |
|   432 | JB118393      |
|   433 | JB118351      |
|   434 | JB118203      |
|   435 | JB118445      |
|   436 | JB118391      |
|   437 | JB118287      |
|   438 | JB114304      |
|   439 | JB118992      |
|   440 | JB119014      |
|   441 | JB119009      |
|   442 | JB119048      |
|   443 | JB119216      |
|   444 | JB119257      |
|   445 | JB119275      |
|   446 | JB119195      |
|   447 | JB119291      |
|   448 | JB119167      |
|   449 | JB119303      |
|   450 | JB119210      |
|   451 | JB119404      |
|   452 | JB119393      |
|   453 | JB119021      |
|   454 | JB119321      |
|   455 | JB119351      |
|   456 | JB119458      |
|   457 | JB119584      |
|   458 | JB119442      |
|   459 | JB119514      |
|   460 | JB119587      |
|   461 | JB119750      |
|   462 | JB119632      |
|   463 | JB118862      |
|   464 | JB119305      |
|   465 | JB119290      |
|   466 | JB119834      |
|   467 | JB119818      |
|   468 | JB119749      |
|   469 | JB119846      |
|   470 | JB116397      |
|   471 | JB119981      |
|   472 | JB119964      |
|   473 | JB113327      |
|   474 | JB120201      |
|   475 | JB120234      |
|   476 | JB120369      |
|   477 | JB120422      |
|   478 | JB120370      |
|   479 | JB120586      |
|   480 | JB120540      |
|   481 | JB120620      |
|   482 | JB120634      |
|   483 | JB120646      |
|   484 | JB120669      |
|   485 | JB117965      |
|   486 | JB120699      |
|   487 | JB120788      |
|   488 | JB120759      |
|   489 | JB120647      |
|   490 | JB120842      |
|   491 | JB120758      |
|   492 | JB120626      |
|   493 | JB120854      |
|   494 | JB120939      |
|   495 | JB120997      |
|   496 | JB120911      |
|   497 | JB120885      |
|   498 | JB121054      |
|   499 | JB121058      |
|   500 | JB120502      |
|   501 | JB121093      |
|   502 | JB121107      |
|   503 | JB121151      |
|   504 | JB121185      |
|   505 | JB121223      |
|   506 | JB121282      |
|   507 | JB121606      |
|   508 | JB121494      |
|   509 | JB121350      |
|   510 | JB120635      |
|   511 | JB121613      |
|   512 | JB121826      |
|   513 | JB121824      |
|   514 | JB121823      |
|   515 | JB121913      |
|   516 | JB121888      |
|   517 | JB121796      |
|   518 | JB120929      |
|   519 | JB121947      |
|   520 | JB121948      |
|   521 | JB122033      |
|   522 | JB121990      |
|   523 | JB122036      |
|   524 | JB121973      |
|   525 | JB122073      |
|   526 | JB122154      |
|   527 | JB122053      |
|   528 | JB122172      |
|   529 | JB122117      |
|   530 | JB122118      |
|   531 | JB122278      |
|   532 | JB122280      |
|   533 | JB121118      |
|   534 | JB121843      |
|   535 | JB122152      |
|   536 | JB122233      |
|   537 | JB122199      |
|   538 | JB122173      |
|   539 | JB122293      |
|   540 | JB122294      |
|   541 | JB117496      |
|   542 | JB122438      |
|   543 | JB122318      |
|   544 | JB122249      |
|   545 | JB122657      |
|   546 | JB122670      |
|   547 | JB122840      |
|   548 | JB122884      |
|   549 | JB122935      |
|   550 | JB122829      |
|   551 | JB123110      |
|   552 | JB122825      |
|   553 | JB123218      |
|   554 | JB123234      |
|   555 | JB123231      |
|   556 | JB123253      |
|   557 | JB123319      |
|   558 | JB123267      |
|   559 | JB123346      |
|   560 | JB123294      |
|   561 | JB123219      |
|   562 | JB123258      |
|   563 | JB123377      |
|   564 | JB123256      |
|   565 | JB123380      |
|   566 | JB123459      |
|   567 | JB123460      |
|   568 | JB123527      |
|   569 | JB123471      |
|   570 | JB123488      |
|   571 | JB123697      |
|   572 | JB123776      |
|   573 | JB123667      |
|   574 | JB123875      |
|   575 | JB123849      |
|   576 | JB124049      |
|   577 | JB124147      |
|   578 | JB124157      |
|   579 | JB124052      |
|   580 | JB124203      |
|   581 | JB123956      |
|   582 | JB124175      |
|   583 | JB124250      |
|   584 | JB124223      |
|   585 | JB124266      |
|   586 | JB124261      |
|   587 | JB124281      |
|   588 | JB124405      |
|   589 | JB124478      |
|   590 | JB124535      |
|   591 | JB124553      |
|   592 | JB124567      |
|   593 | JB124627      |
|   594 | JB124640      |
|   595 | JB124642      |
|   596 | JB124670      |
|   597 | JB124749      |
|   598 | JB124856      |
|   599 | JB124899      |
|   600 | JB124926      |
|   601 | JB124955      |
|   602 | JB124967      |
|   603 | JB124997      |
|   604 | JB125065      |
|   605 | JB125064      |
|   606 | JB125066      |
|   607 | JB125069      |
|   608 | JB125151      |
|   609 | JB125164      |
|   610 | JB125152      |
|   611 | JB125394      |
|   612 | JB120912      |
|   613 | JB124554      |
|   614 | JB125272      |
|   615 | JB125456      |
|   616 | JB125515      |
|   617 | JB125319      |
|   618 | JB125557      |
|   619 | JB125282      |
|   620 | JB125741      |
|   621 | JB125800      |
|   622 | JB125734      |
|   623 | JB125466      |
|   624 | JB125832      |
|   625 | JB125854      |
|   626 | JB125901      |
|   627 | JB125331      |
|   628 | JB125556      |
|   629 | JB125316      |
|   630 | JB125920      |
|   631 | JB125936      |
|   632 | JB125931      |
|   633 | JB125919      |
|   634 | JB123553      |
|   635 | JB126016      |
|   636 | JB126035      |
|   637 | JB126013      |
|   638 | JB125946      |
|   639 | JB126128      |
|   640 | JB126063      |
|   641 | JB126146      |
|   642 | JB126149      |
|   643 | JB126195      |
|   644 | JB126236      |
|   645 | JB126277      |
|   646 | JB126325      |
|   647 | JB126322      |
|   648 | JB126429      |
|   649 | JB126509      |
|   650 | JB126510      |
|   651 | JB126472      |
|   652 | JB126577      |
|   653 | JB126503      |
|   654 | JB126681      |
|   655 | JB126768      |
|   656 | JB126774      |
|   657 | JB126793      |
|   658 | JB126778      |
|   659 | JB126798      |
|   660 | JB126808      |
|   661 | JB125951      |
|   662 | JB126836      |
|   663 | JB126810      |
|   664 | JB126860      |
|   665 | JB126857      |
|   666 | JB126889      |
|   667 | JB126921      |
|   668 | JB126820      |
|   669 | JB127008      |
|   670 | JB105777      |
|   671 | JB127043      |
|   672 | JB127092      |
|   673 | JB127104      |
|   674 | JB127090      |
|   675 | JB127131      |
|   676 | JB127070      |
|   677 | JB126828      |
|   678 | JB127229      |
|   679 | JB127173      |
|   680 | JB127250      |
|   681 | JB127176      |
|   682 | JB126438      |
|   683 | JB126936      |
|   684 | JB126931      |
|   685 | JB126883      |
|   686 | JB126495      |
|   687 | JB127236      |
|   688 | JB127302      |
